#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:hcv" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:hcv" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:hcv" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:hcv" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:hcv">
#                    <taxonset id="TaxonSet.hcv" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:hcv" jeffreys="true" parameter="@bPopSizes.t:hcv" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="GammaShapePrior.s:hcv" name="distribution">
#            <parameter id="gammaShape.s:hcv" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="RateACPrior.s:hcv" name="distribution">
#            <parameter id="rateAC.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:hcv" name="distribution">
#            <parameter id="rateAG.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:hcv" name="distribution">
#            <parameter id="rateAT.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:hcv" name="distribution">
#            <parameter id="rateCG.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:hcv" name="distribution">
#            <parameter id="rateGT.s:hcv" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@hcv" id="treeLikelihood.hcv" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hcv">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:hcv" shape="@gammaShape.s:hcv" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hcv" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hcv" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:hcv" rateAC="@rateAC.s:hcv" rateAG="@rateAG.s:hcv" rateAT="@rateAT.s:hcv" rateCG="@rateCG.s:hcv" rateGT="@rateGT.s:hcv" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:hcv" lower="0.0" name="rateCT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:hcv" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:hcv" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hcv" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hcv" name="clock.rate">7.9E-4</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	rateAC	rateAG	rateAT	rateCG	rateGT	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	gammaShape
4419000	-6648.384051857211	-6169.776636967366	-478.6074148898443	-6169.776636967366	381.02403785915203	0.1848451097863757	0.3160512723915726	0.22664391903742692	0.27245969878462467	0.12822695993652466	0.771207767533314	0.10800245350255436	0.06261787722746961	0.07021513320503983	-437.32833116297763	5451.456731607863	7048.873975644822	115.59435552737345	319.55587365339915	11	7	35	9	0.32498272806543643
4420000	-6638.452108845656	-6169.838140067062	-468.6139687785935	-6169.838140067062	414.96739683415205	0.20212402174276153	0.3352782910656183	0.21864764572469664	0.24395004146692298	0.0798525458085421	0.8007366177098656	0.09836017929471934	0.059776891619361366	0.10790880920378686	-431.0247599007441	8131.007708468951	345.0826905009157	143.10903931150278	295.9943430715833	11	13	32	6	0.32704302302492133
4421000	-6653.158800213229	-6175.363698309569	-477.79510190366034	-6175.363698309569	449.259951973512	0.1848451097863757	0.32575132824867026	0.21694386318032927	0.27245969878462467	0.11415390264975894	0.771207767533314	0.13875372561276278	0.043065540524923895	0.0851923295919177	-439.1722481782937	7929.830972008049	978.5804165353294	130.3010114411039	300.9303459553487	9	16	32	5	0.32498272806543643
4422000	-6645.421825702173	-6171.255418565774	-474.16640713639924	-6171.255418565774	381.6819183436078	0.20212402174276153	0.31928702388065555	0.21864764572469664	0.2599413086518857	0.08795722908499204	0.8007366177098656	0.13297124763953325	0.059776891619361366	0.07240750187331864	-437.41457482818277	5322.9087458167	389.7287367833973	166.71376338781397	293.4397235906419	11	9	37	5	0.32704302302492133
4423000	-6661.902272292586	-6166.827375120638	-495.0748971719476	-6166.827375120638	418.43484774889333	0.1848451097863757	0.32575132824867026	0.21694386318032927	0.27245969878462467	0.11415390264975894	0.8657393253660136	0.13875372561276278	0.08497742580717686	0.0851923295919177	-454.09372876680027	13084.870587134546	894.8443646982058	172.43564188273953	466.6922060811092	10	19	28	5	0.32498272806543643
4424000	-6653.291374386097	-6168.806304305108	-484.4850700809897	-6168.806304305108	354.856152967519	0.18907772483059967	0.32575132824867026	0.21694386318032927	0.26822708374040066	0.11415390264975894	0.8657393253660136	0.13875372561276278	0.08497742580717686	0.0851923295919177	-445.55921116908456	8147.414876789396	601.6721899377721	126.70654792166127	288.94280972905403	11	20	27	4	0.32498272806543643
4425000	-6670.247453362177	-6174.461587420015	-495.7858659421619	-6174.461587420015	406.2531277302234	0.18907772483059967	0.32575132824867026	0.21694386318032927	0.26822708374040066	0.11415390264975894	0.8657393253660136	0.13875372561276278	0.08497742580717686	0.0851923295919177	-458.2078565703857	5330.253273705075	876.1470801497721	207.39817052051836	167.16771134692584	13	15	31	3	0.3148857372239464
4426000	-6683.221917784116	-6182.962262910265	-500.25965487385133	-6182.962262910265	444.0801442774101	0.18907772483059967	0.32575132824867026	0.21694386318032927	0.26822708374040066	0.11415390264975894	0.8657393253660136	0.13875372561276278	0.08497742580717686	0.0851923295919177	-463.2570243816738	5104.887235359436	956.8702673210418	215.5806608244392	38.49525804439583	12	20	29	1	0.3148857372239464
4427000	-6650.10773714696	-6166.912006258394	-483.195730888566	-6166.912006258394	401.64853246729876	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.11506401725824825	0.8031095179720358	0.13297124763953325	0.060328697913627924	0.07240750187331864	-444.1913071387513	7117.998449041444	900.3721161846245	168.42296110213232	423.41577552135635	11	6	40	5	0.31480555496014323
4428000	-6661.378337280439	-6167.9817318750465	-493.3966054053924	-6167.9817318750465	415.187693369879	0.18075242687192916	0.32575132824867026	0.22526916113899978	0.26822708374040066	0.16205575261429722	0.9290592375747134	0.13875372561276278	0.08497742580717686	0.0851923295919177	-454.75985349423655	4883.107156185013	1365.8167270636063	219.9221616168214	239.68688384624008	11	10	35	6	0.3148857372239464
4429000	-6665.9852213486965	-6178.091293311262	-487.89392803743453	-6178.091293311262	340.4958579119969	0.18075242687192916	0.32575132824867026	0.22526916113899978	0.26822708374040066	0.16205575261429722	0.9290592375747134	0.13875372561276278	0.08497742580717686	0.0851923295919177	-449.99315351647624	4247.173469217681	1276.4517844963027	185.06355826979774	160.70730084017998	11	10	36	5	0.3148857372239464
4430000	-6669.256066966917	-6167.13775746449	-502.11830950242677	-6167.13775746449	414.95322883421676	0.18075242687192916	0.32575132824867026	0.22526916113899978	0.26822708374040066	0.15915375599527026	0.9290592375747134	0.13875372561276278	0.08497742580717686	0.0851923295919177	-461.2410840232295	15391.258756751655	2751.0049805685967	342.04040381364655	16.26286993431186	10	9	42	1	0.3148857372239464
4431000	-6650.45232203998	-6169.636137671533	-480.81618436844656	-6169.636137671533	386.7933170149364	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.8067908214954034	0.13297124763953325	0.0761581254118959	0.07240750187331864	-441.12663293455046	4853.985667935087	755.2727629499158	164.90981482674047	656.0783035676887	13	4	41	4	0.3294917448519619
4432000	-6655.005651103484	-6163.623598038376	-491.38205306510736	-6163.623598038376	402.29700302443035	0.18075242687192916	0.32575132824867026	0.22526916113899978	0.26822708374040066	0.15915375599527026	0.9290592375747134	0.13875372561276278	0.08497742580717686	0.0851923295919177	-454.5781047234911	4747.567501264634	397.0448764965576	201.88380955026574	101.04018900505004	18	13	29	2	0.3148857372239464
4433000	-6645.981041250901	-6175.76586735011	-470.2151739007918	-6175.76586735011	369.22802860842665	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.8832945198703581	0.13297124763953325	0.06678485076332513	0.07240750187331864	-434.46988079844493	5664.115390708455	233.64207736549722	201.73429133574768	40.80277988266162	13	17	31	1	0.3294917448519619
4434000	-6684.090779447414	-6187.406758209534	-496.68402123788053	-6187.406758209534	492.6869681755653	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.6117571361467342	0.1110095515394049	0.06678485076332513	0.07240750187331864	-459.84064867636846	5775.2434467389685	334.5145970813919	213.93348404463018	323.9142472735974	15	9	33	5	0.40272677169225346
4435000	-6672.613082771209	-6173.324730122624	-499.2883526485844	-6173.324730122624	470.63898746808906	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.6117571361467342	0.1110095515394049	0.06678485076332513	0.07334693692411719	-461.1130330986078	7083.351167788901	588.1284133454966	252.40028504675192	480.16845638181957	14	2	39	7	0.3813323358403833
4436000	-6680.444830752178	-6181.326091816277	-499.1187389359011	-6181.326091816277	496.60351440887837	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.6117571361467342	0.1110095515394049	0.06678485076332513	0.06362190955052209	-461.96630205322793	6137.553851546988	453.41725432654397	287.4781528392703	355.4837955122197	13	7	38	4	0.3813323358403833
4437000	-6673.494305268852	-6176.494338100333	-496.99996716851956	-6176.494338100333	569.4832957960533	0.18929353471491872	0.3351294931895579	0.21864764572469664	0.2569293263708261	0.10162238707922025	0.6117571361467342	0.1110095515394049	0.05844213293327658	0.06362190955052209	-458.5666233528298	11014.374924784779	533.0617015668819	351.59440605961754	391.0753726158858	11	9	23	19	0.3813323358403833
4438000	-6669.837046966269	-6180.76989083328	-489.0671561329886	-6180.76989083328	501.2908974748177	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.09460550804852706	0.6117571361467342	0.1028359881533739	0.05844213293327658	0.06362190955052209	-451.63718971131135	9021.436272358469	374.9228390187967	345.4001302763886	264.2670662453999	11	11	3	37	0.3813323358403833
4439000	-6671.524041409406	-6178.538930714717	-492.9851106946886	-6178.538930714717	511.6437586495818	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.10942416776542783	0.6917455601714193	0.10993942828373908	0.05844213293327658	0.10411083161061338	-452.99885028150527	16618.292155601473	854.6117088823055	398.7427830134826	311.14776387998853	10	4	15	33	0.3813323358403833
4440000	-6668.846773501662	-6171.356995254175	-497.48977824748766	-6171.356995254175	497.4777541883497	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.10849902328036641	0.8560511339092011	0.10993942828373908	0.07249886279373913	0.10411083161061338	-460.18606733652155	4412.245473115701	163.5486327147096	317.90319481714556	241.16027848638524	11	9	23	19	0.3813323358403833
4441000	-6632.836247848987	-6157.3568186479815	-475.47942920100525	-6157.3568186479815	386.6585522039633	0.18075242687192916	0.32575132824867026	0.22526916113899978	0.26822708374040066	0.11963275743238755	0.9996848120330857	0.1837678178851774	0.07727504230759763	0.07966687596179113	-436.3960805960843	5672.939969909833	192.51748872062757	516.967627230093	67.19958498455826	15	39	5	3	0.3509224651801243
4442000	-6677.634157404346	-6179.624810373331	-498.00934703101603	-6179.624810373331	412.2363427309894	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.10849902328036641	0.740699793477419	0.10993942828373908	0.07249886279373913	0.07823026629771328	-454.20532409223745	27071.3225651088	19246.485824798394	330.1193157976795	163.4594036998375	6	5	25	26	0.3813323358403833
4443000	-6678.721281180596	-6175.05565538628	-503.6656257943159	-6175.05565538628	442.27400001195787	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.14287590107079862	0.740699793477419	0.10993942828373908	0.07249886279373913	0.07823026629771328	-462.41838476963244	12026.851551216505	5718.948932601072	434.32453164294935	178.93233825555484	6	7	30	19	0.3813323358403833
4444000	-6670.941309462542	-6175.063269972086	-495.8780394904557	-6175.063269972086	478.49583997572637	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.1251018100747859	0.740699793477419	0.10993942828373908	0.07249886279373913	0.07823026629771328	-454.44626420488163	4997.276376630073	10273.246335170401	406.8691230856534	169.51069177240242	2	9	30	21	0.3813323358403833
4445000	-6671.036092926919	-6166.610229581551	-504.4258633453678	-6166.610229581551	428.64689847574954	0.18929353471491872	0.3255665013092534	0.21864764572469664	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-461.7130896287706	8956.108639162425	13188.50787470042	713.0214403432964	185.92742261195747	7	3	28	24	0.3813323358403833
4446000	-6675.990669624276	-6173.813788764784	-502.17688085949254	-6173.813788764784	425.14120354918833	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-460.08769132093016	7869.763537085442	11576.511054892417	567.882335912156	147.83419476524423	12	3	21	26	0.3813323358403833
4447000	-6674.581916917889	-6172.148941334436	-502.4329755834536	-6172.148941334436	434.05262087693103	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-458.38637692704174	16672.563535966896	9784.65407709285	2460.755468488615	245.62805955747385	8	1	15	38	0.3813323358403833
4448000	-6678.872693405778	-6172.140959901763	-506.7317335040139	-6172.140959901763	476.6214604869385	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-462.8027294050522	19594.754341551128	13518.859017622452	875.1035576085699	396.9016983316408	2	6	16	38	0.3813323358403833
4449000	-6666.809619169624	-6171.363215836244	-495.44640333338015	-6171.363215836244	465.37933356981017	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-454.16643421851654	8672.968349932364	5676.446991426386	904.3369074248646	219.49327525664864	9	1	13	39	0.3489775358396761
4450000	-6671.661184238322	-6175.379345052787	-496.2818391855345	-6175.379345052787	481.8292290326543	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.7619171360842749	0.10993942828373908	0.07249886279373913	0.07823026629771328	-455.0466524522569	9235.780182579525	1029.5657430439517	1766.183764221479	171.08586902996117	9	3	13	37	0.3489775358396761
4451000	-6671.5640705184	-6172.485840877583	-499.0782296408171	-6172.485840877583	510.3110733259191	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1251018100747859	0.6204036351500802	0.10993942828373908	0.03938202446312279	0.07823026629771328	-459.04651492536965	9710.213417486702	3846.164620701623	764.3544584556511	252.43466739176858	10	4	12	36	0.3489775358396761
4452000	-6659.048928537773	-6171.645436221242	-487.403492316531	-6171.645436221242	457.1632305373666	0.18075242687192916	0.3491089718645902	0.2019115175230798	0.26822708374040066	0.12795745763557503	0.8708189488868769	0.12915125007072262	0.06870676604717915	0.09497802014166509	-448.68782965141	5373.117974406032	161.91563191602668	120.14330110653202	449.1049718073892	19	25	14	4	0.420539900120916
4453000	-6645.896416039786	-6157.611702759432	-488.2847132803544	-6157.611702759432	419.290821226898	0.18929353471491872	0.3054717291417415	0.23874241789220854	0.2664923182511306	0.1057203042042435	0.6204036351500802	0.10993942828373908	0.05559134238622344	0.07823026629771328	-449.722093477108	6165.199496829738	925.0560368278915	274.8399533389219	611.7130554911406	10	3	41	8	0.32119525250360687
4454000	-6656.711123062869	-6169.330567817748	-487.38055524512157	-6169.330567817748	482.33017466893386	0.18075242687192916	0.3491089718645902	0.2019115175230798	0.26822708374040066	0.10646473333011673	0.8708189488868769	0.12915125007072262	0.06870676604717915	0.09497802014166509	-449.4128465884467	7164.170036651173	169.9811503916177	245.8845313158276	277.52631405275775	17	31	4	10	0.420539900120916
4455000	-6671.24799805625	-6178.218586093939	-493.0294119623112	-6178.218586093939	472.8520643115787	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.11668410484086775	0.6204036351500802	0.10993942828373908	0.05653057754948101	0.08548137998009267	-453.9833781620718	15112.038279674827	1146.2101986987298	200.48047197756947	204.02959130019158	8	12	30	12	0.32119525250360687
4456000	-6668.73027254454	-6184.048202801973	-484.68206974256617	-6184.048202801973	477.1598151842727	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.11668410484086775	0.6204036351500802	0.10103725076352064	0.05617078045835846	0.08548137998009267	-446.165267197322	10574.88620449854	481.63821583454876	298.9371614556539	401.09886374499223	8	23	17	14	0.32119525250360687
4457000	-6654.821021918573	-6179.241258795208	-475.57976312336496	-6179.241258795208	391.0131313192545	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.12112372863338193	0.6204036351500802	0.10103725076352064	0.05617078045835846	0.08548137998009267	-439.1350522237899	4710.632900666217	266.16413984601445	216.90413096776575	338.3054292069511	8	28	22	4	0.32119525250360687
4458000	-6658.632977455138	-6178.772446578764	-479.8605308763736	-6178.772446578764	447.152283270595	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.12112372863338193	0.6204036351500802	0.1159607087199823	0.05084018491271442	0.08416645299566317	-441.83202214611225	8463.914800351744	359.7707616597928	415.3030503298609	279.46964571687516	8	28	7	19	0.32119525250360687
4459000	-6645.990624283494	-6167.163439025598	-478.8271852578967	-6167.163439025598	384.7043028000065	0.18756753313553015	0.3491089718645902	0.2056720690475268	0.25765142595235263	0.10742375222658483	0.9184123868336629	0.15849359390375997	0.05185452183856918	0.09497802014166509	-440.6064201888663	6990.729367545394	99.46892180523031	120.79557646091841	353.81509663306315	18	23	12	9	0.420539900120916
4460000	-6651.437371934826	-6170.342718955724	-481.09465297910197	-6170.342718955724	466.62095479698996	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.12112372863338193	0.6204036351500802	0.1159607087199823	0.06987538788581875	0.08416645299566317	-443.21697716370153	10870.5513552544	404.16751000932265	209.5057962487397	188.46993989420426	8	26	7	21	0.3483909633581013
4461000	-6660.988655136308	-6177.995353541629	-482.99330159467934	-6177.995353541629	377.3391742260491	0.18756753313553015	0.3491089718645902	0.2056720690475268	0.25765142595235263	0.10742375222658483	0.9184123868336629	0.15849359390375997	0.06857873698642172	0.09497802014166509	-444.88726054781563	5763.997275611141	214.85602057696653	351.8629107067022	256.9269346990143	19	18	1	24	0.33776233767402675
4462000	-6653.025345404053	-6172.814385582684	-480.21095982136893	-6172.814385582684	370.00402773149847	0.18756753313553015	0.3491089718645902	0.2056720690475268	0.25765142595235263	0.10742375222658483	0.840891242318382	0.12733449019549048	0.06857873698642172	0.09497802014166509	-442.95936978457934	7006.610148924368	205.54969498304217	159.43989521185193	235.1245103886581	16	13	4	29	0.3528710879055554
4463000	-6653.359609647548	-6173.166216518916	-480.1933931286316	-6173.166216518916	463.54461038851326	0.18100414133448495	0.3491089718645902	0.212235460848572	0.25765142595235263	0.11788611157845674	0.840891242318382	0.09778251003610411	0.06857873698642172	0.09497802014166509	-442.9471263574267	5365.221921881282	122.63561832240394	279.68927321743166	174.42710383741849	15	20	1	26	0.3528710879055554
4464000	-6654.851824910806	-6167.996408625197	-486.85541628560856	-6167.996408625197	465.21911802204784	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.09339141907134127	0.8749677990629758	0.16391153983296422	0.06564057269390071	0.08416645299566317	-447.74471962336145	7951.744633327293	577.6712163748921	110.49701076510688	327.024225980283	9	27	18	8	0.357647405618751
4465000	-6668.145736250703	-6171.648376483303	-496.4973597673994	-6171.648376483303	386.1945841859556	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.09339141907134127	0.8925040463921482	0.16391153983296422	0.049806779834473035	0.08416645299566317	-456.333201044568	16231.635846551439	617.1227233723624	301.9224147293999	451.4984052008783	10	28	19	5	0.357647405618751
4466000	-6652.1937956871725	-6159.010363000283	-493.1834326868894	-6159.010363000283	504.47513489341446	0.18749415934067867	0.31084079544171767	0.23198612937117027	0.2696789158464328	0.09339141907134127	0.8925040463921482	0.16391153983296422	0.049806779834473035	0.08416645299566317	-453.8769368637286	8169.1737992261715	861.0666814997701	168.07713233916212	418.55273155528204	10	21	25	6	0.357647405618751
4467000	-6664.713726524607	-6173.082662485679	-491.6310640389282	-6173.082662485679	500.74151894438	0.18749415934067867	0.3345425814640888	0.20828434334879917	0.2696789158464328	0.09339141907134127	0.8925040463921482	0.16391153983296422	0.049806779834473035	0.08416645299566317	-453.75483507647647	8762.234056253938	1083.8830235004127	258.06299920782544	51.5364791037242	10	14	37	1	0.357647405618751
4468000	-6666.156819426045	-6165.70086400488	-500.4559554211654	-6165.70086400488	448.6846095359275	0.18749415934067867	0.3345425814640888	0.20828434334879917	0.2696789158464328	0.09693169265616634	0.8925040463921482	0.16391153983296422	0.049806779834473035	0.08416645299566317	-461.7266764533173	11868.266045811684	733.3556697507022	321.24370196860036	142.5843543088247	10	19	32	1	0.357647405618751
4469000	-6656.633401531782	-6176.15538110573	-480.4780204260516	-6176.15538110573	427.80145449661933	0.17151374005999317	0.3282935488087814	0.20890243725553176	0.2912902738756935	0.11785232031410187	1.026727311262001	0.10907330501547391	0.07470400615513476	0.08312319516887857	-442.8806591924592	7625.701465287828	289.12998484070675	77.46214722403354	191.33702466082102	14	10	1	37	0.32059192309188345
4470000	-6662.137802270484	-6173.528392644718	-488.6094096257658	-6173.528392644718	424.3155043439258	0.18749415934067867	0.3420590836234217	0.20828434334879917	0.26216241368709986	0.0994611308326259	0.763102953166536	0.16391153983296422	0.058038618512826795	0.08416645299566317	-450.31191983482796	7007.882970582881	530.6203487562443	238.26441984385502	392.5734842472407	9	17	32	4	0.357647405618751
4471000	-6662.040095540726	-6178.036348738739	-484.0037468019859	-6178.036348738739	362.2992775436081	0.17151374005999317	0.3282935488087814	0.20890243725553176	0.2912902738756935	0.17561224700587386	1.026727311262001	0.1948342067422198	0.07185693295908574	0.1193030546269031	-443.5535852599483	9120.435472566307	1820.275817927828	143.2111524372593	170.33750994223084	14	1	7	40	0.4151626683171608
4472000	-6662.282812386966	-6176.1477043840005	-486.1351080029651	-6176.1477043840005	508.0514553765212	0.18749415934067867	0.3420590836234217	0.20828434334879917	0.26216241368709986	0.12581990117337902	0.822455506569977	0.16391153983296422	0.058038618512826795	0.08416645299566317	-445.7689049587467	17481.09808033243	621.2825880370303	175.98334226313116	341.28335253895307	8	20	8	26	0.357647405618751
4473000	-6643.374676514777	-6160.467791402157	-482.9068851126206	-6160.467791402157	382.3844874326215	0.17151374005999317	0.3282935488087814	0.20890243725553176	0.2912902738756935	0.1378302322862722	1.026727311262001	0.1948342067422198	0.07185693295908574	0.11375628021454286	-443.2208329402374	8847.38195789354	762.66193799721	176.04993781240216	244.7978075030086	13	1	10	38	0.4151626683171608
4474000	-6650.756931062731	-6167.604158753838	-483.1527723088931	-6167.604158753838	330.3046680567531	0.18749415934067867	0.33515401454583227	0.2151894124263886	0.26216241368709986	0.12581990117337902	0.822455506569977	0.10565034015373005	0.07212502377935696	0.08416645299566317	-443.4227864446869	7756.653480050089	360.8529048074761	787.1925836185231	219.9948739896716	9	20	1	32	0.357647405618751
4475000	-6674.69949354765	-6174.164849546714	-500.5346440009354	-6174.164849546714	420.0694704296067	0.18749415934067867	0.33515401454583227	0.2151894124263886	0.26216241368709986	0.13032410062797797	0.822455506569977	0.10754049442314383	0.07212502377935696	0.08416645299566317	-462.5064071012285	5565.299020583679	866.1023902126799	173.203740687649	294.73813707182273	10	17	11	24	0.357647405618751
4476000	-6657.012442609982	-6167.804015852107	-489.20842675787503	-6167.804015852107	388.35321869822405	0.18749415934067867	0.3339976940648401	0.21634573290738074	0.26216241368709986	0.13032410062797797	0.6912144828845966	0.10754049442314383	0.07212502377935696	0.08416645299566317	-450.0307794719345	4769.038100248809	563.1902249405283	163.325465727906	619.6721160352025	12	16	29	5	0.33179687944862707
4477000	-6673.414143209133	-6175.749530045927	-497.66461316320556	-6175.749530045927	405.8180036560558	0.18749415934067867	0.3339976940648401	0.21634573290738074	0.26216241368709986	0.13032410062797797	0.9897184917034191	0.17483193026483024	0.07212502377935696	0.09352296085037069	-458.37181413598023	5987.442664835969	502.26485302576066	176.81775416663413	446.96602431917006	15	20	23	4	0.3400381772617856
4478000	-6681.477254260126	-6184.373953654333	-497.1033006057936	-6184.373953654333	420.2697734564035	0.18749415934067867	0.3339976940648401	0.21634573290738074	0.26216241368709986	0.13032410062797797	0.9897184917034191	0.17483193026483024	0.07212502377935696	0.08195207038768035	-457.4416678752754	7643.225283135409	529.2048327534123	150.85854183856776	410.80816039561387	16	23	16	7	0.3400381772617856
4479000	-6677.1231501074335	-6186.404951400356	-490.71819870707753	-6186.404951400356	584.9813422884462	0.18749415934067867	0.3339976940648401	0.21634573290738074	0.26216241368709986	0.11590675685774408	0.9897184917034191	0.17483193026483024	0.07212502377935696	0.12046710376785248	-451.3111097536272	6883.435544653975	548.4523507381905	189.86157789502468	395.62493686219824	13	23	22	4	0.3400381772617856
4480000	-6654.696851473089	-6179.523770566304	-475.1730809067845	-6179.523770566304	346.58322532012045	0.18749415934067867	0.3339976940648401	0.21634573290738074	0.26216241368709986	0.11590675685774408	0.9897184917034191	0.17483193026483024	0.07212502377935696	0.12046710376785248	-435.9722581280028	7473.034788089945	284.3710780506285	107.82066593986352	317.4687298418343	13	25	17	7	0.3400381772617856
